PRODUCT_ID,ds,yhat,yhat_lower,yhat_upper
P0001,2022-04-16,475.10359519594067,318.87773156155896,654.4537827541495
P0001,2022-04-17,484.44722023923055,318.62227715755176,639.6049018807702
P0001,2022-04-18,459.5904528193879,296.69251512422136,620.4142875190347
P0001,2022-04-19,439.7859443228268,287.6617020582552,589.0341219044564
P0001,2022-04-20,448.9412919627772,277.0567474811327,609.1755211120752
P0001,2022-04-21,425.74451375050967,261.79063976940097,584.4860338447452
P0001,2022-04-22,421.9357426104084,259.85921000242746,576.9987108084573
P0001,2022-04-23,404.8675522456662,243.90775948689964,569.7550149603869
P0001,2022-04-24,418.5877514867275,257.27107891351073,577.2435355583032
P0001,2022-04-25,398.88653613349385,231.06507731819437,557.4622300587171
P0001,2022-04-26,384.90614086864315,224.3222661485104,547.5426672497633
P0001,2022-04-27,400.4312138390476,236.23492296516264,556.0411534396087
P0001,2022-04-28,384.01805906451165,215.56901547780922,551.4826204306905
P0001,2022-04-29,387.27028658598323,209.14263642185546,549.1858591922452
P0001,2022-04-30,377.40316001043203,210.05910747094032,549.2991658153401
P0001,2022-05-01,398.3303545170214,215.42075733784222,552.8828715171894
P0001,2022-05-02,385.71489369063437,221.67961404627624,545.8020930730639
P0001,2022-05-03,378.5831102291568,224.63177403289959,537.9584611730861
P0001,2022-05-04,400.61566689763606,245.64158092204434,565.6574327858815
P0001,2022-05-05,390.2818566785854,222.14318044342954,548.7592458818049
P0001,2022-05-06,399.1164824501558,236.61716859979117,553.4616375878243
P0001,2022-05-07,394.2856311151142,232.84061728331125,560.9629522716142
P0001,2022-05-08,419.67420134224244,263.64638870712884,584.6780536227569
P0001,2022-05-09,410.9369364397287,247.17278586290487,575.2049500895686
P0001,2022-05-10,407.11099508600915,237.0613368026976,584.585504174334
P0001,2022-05-11,431.9082034559355,280.6059439377133,594.1868785232148
P0001,2022-05-12,423.8450878407492,261.1462026108066,584.8091720946659
P0001,2022-05-13,434.51821580520317,270.3005781928921,584.1880673428077
P0001,2022-05-14,431.1671580143061,265.9643131307485,591.3565490611388
P0001,2022-05-15,457.7588397230183,288.79611817044935,611.379966918763
P0001,2022-05-16,450.0351377826403,294.09413462561827,604.1837298697795
P0001,2022-05-17,447.1218679539917,291.893717771119,607.7372342780466
P0001,2022-05-18,472.8174224078157,309.9960014273625,624.6822270841
P0001,2022-05-19,465.7192735646986,313.7023713246965,628.5456058623727
P0001,2022-05-20,477.4959865070591,314.77159110223096,638.0113096969968
P0001,2022-05-21,475.447159935812,318.7806494582209,643.06322077915
P0001,2022-05-22,503.5851628852691,339.1848572856744,660.1751948846758
P0001,2022-05-23,497.6806086668445,337.553116169375,665.6678233825241
P0001,2022-05-24,496.8697812560066,331.4471614604309,653.1636056535854
P0001,2022-05-25,524.9423271057437,372.20354075622043,693.3506363710923
P0001,2022-05-26,520.4674627187851,366.9006653390866,692.5368697802617
P0001,2022-05-27,535.0663544335819,381.1797061765332,702.2751179121431
P0001,2022-05-28,535.9775950121103,375.717945377555,683.5191487828794
P0001,2022-05-29,567.1270639931117,395.1994859432881,729.384602215359
P0001,2022-05-30,564.189175258316,397.9542960790519,726.6008591779478
P0001,2022-05-31,566.1925554163402,402.91605677900174,739.4351864535965
P0001,2022-06-01,596.8109398743064,426.7569832964986,760.5974255202859
P0001,2022-06-02,594.4929323760772,430.1425919816502,761.753233124546
P0001,2022-06-03,610.7381797015025,452.16384080704637,769.6741177445336
P0001,2022-06-04,612.6622626977974,455.8102676103456,775.2015078885324
P0001,2022-06-05,644.0840273077896,476.47182550834725,792.6427623346647
P0001,2022-06-06,640.5771330290543,484.61918670787406,804.5979065480121
P0001,2022-06-07,641.0838543493564,490.13786090935446,794.2491144082909
P0001,2022-06-08,669.2092581712686,510.65836621811343,830.7065724290562
P0001,2022-06-09,663.3538128958648,517.5490095625884,820.591816197975
P0001,2022-06-10,674.9918920369328,520.0658902340872,833.5374026589927
P0001,2022-06-11,671.2383993847707,521.1181770753814,840.8442357465846
P0001,2022-06-12,695.9371820857485,546.4638774913466,855.777053151728
P0001,2022-06-13,684.712970298972,530.8538743153424,847.0941781546007
P0001,2022-06-14,676.5848598692432,512.5434296231208,843.5952161671878
P0001,2022-06-15,695.2594621404528,535.0199275644791,851.5511750983015
P0001,2022-06-16,679.2617978832981,525.4405188866963,836.5936688129417
P0001,2022-06-17,680.2114390744865,526.2611364595467,839.4543650790498
P0001,2022-06-18,665.386184797524,500.63959900806606,842.8394429981929
P0001,2022-06-19,678.8070135404948,520.818368789461,835.1371608474495
P0001,2022-06-20,656.2861409324173,497.92442738577796,800.3018611806616
P0001,2022-06-21,637.1715652811018,468.309488041869,805.7439633294733
P0001,2022-06-22,645.2300178002773,482.8070541969453,794.8063389667622
P0001,2022-06-23,619.1791482245482,461.86475828191936,786.2185097773662
P0001,2022-06-24,610.8239320636123,447.3476345556629,771.3920406989065
P0001,2022-06-25,587.6160225200449,413.64692241692694,741.6920434772289
P0001,2022-06-26,593.7346397050572,431.92290794228927,743.6116066876175
P0001,2022-06-27,565.1309327224709,392.08892648039904,737.7171341652668
P0001,2022-06-28,541.134029369935,370.36877261926105,717.5706317725981
P0001,2022-06-29,545.7370917087206,377.7737982164869,711.152497935109
P0001,2022-06-30,517.7216390051112,351.092077802113,677.0073465073177
P0001,2022-07-01,508.9278115893102,351.1744392236953,663.8283064085758
P0001,2022-07-02,486.8130123279704,329.93769720040234,652.1070938246268
P0001,2022-07-03,495.5327949534193,342.38725801984293,664.1642073649793
P0001,2022-07-04,470.9859284268616,305.86650741219927,624.3121236902632
P0001,2022-07-05,452.4218267350386,286.07066436535484,608.3654297744084
P0001,2022-07-06,463.72861899705885,304.4018041538154,626.7281589945571
P0001,2022-07-07,443.56006140170155,291.6336745073238,599.8913858507901
P0001,2022-07-08,443.6088898246672,280.7191487195149,596.1961789985381
P0001,2022-07-09,431.16896270741574,282.94953869535925,598.6965872387036
P0001,2022-07-10,450.21996652565633,284.4287942277498,619.3028159222354
P0001,2022-07-11,436.4765091901902,272.378410941718,598.5328548652263
P0001,2022-07-12,428.99968305781954,278.0015594452196,598.1765222291235
P0001,2022-07-13,451.4892639336377,297.10107499140224,622.631843542949
P0001,2022-07-14,442.4146413977395,295.63345190353874,600.6252090932737
P0001,2022-07-15,453.4910543039061,284.1151771493874,606.3921497924968
P0001,2022-07-16,451.6480087313979,288.77081381044934,608.7313807559941
P0001,2022-07-17,480.7143273742141,327.95891695251277,646.4470503904237
P0001,2022-07-18,476.27082721508566,312.9256550252395,637.915533381922
P0001,2022-07-19,477.26403150862546,310.5241832519039,650.8898248055858
P0001,2022-07-20,507.2999671628156,335.4928985485581,667.2856411755776
P0001,2022-07-21,504.7761199800606,348.6949385509949,669.0633019923016
P0001,2022-07-22,521.1590396405987,358.6977215994426,679.7541465087126
P0001,2022-07-23,523.5498616888372,355.7699671591472,676.702919719433
P0001,2022-07-24,555.7714629694207,390.1131562968371,714.826204928096
P0001,2022-07-25,553.4190473696943,394.2381125835454,726.0100112080579
P0001,2022-07-26,555.4722426073405,388.9414014575782,713.3868547884865
P0001,2022-07-27,585.5869003559409,424.96844959202747,742.8210668006857
P0001,2022-07-28,582.2247463355166,414.460661799249,727.040072718737
P0001,2022-07-29,596.9284527925265,436.17479070326453,738.6046171396627
P0001,2022-07-30,596.8844848968747,434.67037102425644,763.944692201827
P0001,2022-07-31,626.0075227979755,469.35494345697174,780.3225412122233
P0001,2022-08-01,619.9883398430808,460.47385050058364,775.6025926231504
P0001,2022-08-02,617.9032971217234,451.94844667076137,783.4425741752877
P0001,2022-08-03,643.5037194466639,469.8728803950516,799.0375630450218
P0001,2022-08-04,635.3433634881712,474.5477756381865,800.8662095546375
P0001,2022-08-05,645.0516040351678,494.4032272278599,800.9781795514423
P0001,2022-08-06,639.8947315006577,481.61890289989236,801.9939308108541
P0001,2022-08-07,663.8591910239174,487.13354216349546,817.4076942058821
P0001,2022-08-08,652.6986587392005,494.67150950748174,800.6100686301825
P0001,2022-08-09,645.6335021470554,491.5900174437918,809.0713989030389
P0001,2022-08-10,666.3689509393791,505.08154494553196,833.0258343243468
P0001,2022-08-11,653.49401821451,485.5475932855921,808.8732487830063
P0001,2022-08-12,658.6649085381713,498.4249415126579,820.5213812242498
P0001,2022-08-13,649.167187155093,504.5387069798466,818.118297053342
P0001,2022-08-14,669.0001017060845,503.65473097698674,818.750666433635
P0001,2022-08-15,653.9248925117097,505.7493842296644,822.4356767513339
P0001,2022-08-16,643.0751898699743,479.76106486620483,802.850779685931
P0001,2022-08-17,660.2476871867194,494.8941844684681,825.041259247166
P0001,2022-08-18,644.0312129377248,478.97407496209115,812.7347788298538
P0001,2022-08-19,646.0817317830689,484.36546579108204,813.2256356654809
P0001,2022-08-20,633.6855680724143,462.4741043721895,788.423347072757
P0001,2022-08-21,650.844581792937,491.061572944253,806.1778994256968
P0001,2022-08-22,633.3250955743135,462.7499522615152,785.9503487433864
P0001,2022-08-23,620.268644307827,440.8284289921723,783.9207320378996
P0001,2022-08-24,635.4827208262689,479.1425933864134,789.564867471261
P0001,2022-08-25,617.5696373294147,460.03149567134,776.8527262844073
P0001,2022-08-26,618.2010417326615,458.4178915609161,774.2391128310318
P0001,2022-08-27,604.6804028831584,444.0944784490303,768.1968802080147
P0001,2022-08-28,621.0272265033353,449.6484074789346,794.596344381757
P0001,2022-08-29,603.0248422366092,445.27242878874057,761.0672312821359
P0001,2022-08-30,589.8298835554807,430.78328422890525,749.5472126538731
P0001,2022-08-31,605.2616908047288,457.15920518101495,753.7051144262535
P0001,2022-09-01,587.9298184292288,423.21683793086476,745.8435480429026
P0001,2022-09-02,589.5072492887318,436.792400993483,747.9121203925905
P0001,2022-09-03,577.2916932355214,422.44944441300447,738.9674802097416
P0001,2022-09-04,595.288793596232,437.1430264031017,750.3746194142967
P0001,2022-09-05,579.25913753502,415.0330857487519,727.5989778103902
P0001,2022-09-06,568.3272416677262,421.68941200639074,735.3771958461788
P0001,2022-09-07,586.2707833748087,426.91747323794243,737.0841209990384
P0001,2022-09-08,571.6482883820283,405.49592943223774,735.9248087117294
P0001,2022-09-09,576.0728948479473,418.82982228388533,730.0114524222646
P0001,2022-09-10,566.7745757953091,402.20836927716397,749.181118178057
P0001,2022-09-11,587.684633528926,430.19361233013694,757.5624955996889
P0001,2022-09-12,574.4843396512418,408.1107320127078,735.7966290569636
P0001,2022-09-13,566.2158553023423,412.90224901396755,717.6052937919444
P0001,2022-09-14,586.5736532226243,418.97970587746846,743.5863976539669
P0001,2022-09-15,574.0345920575388,420.3311187495166,737.377437227858
P0001,2022-09-16,580.1341934430643,425.1757542978152,739.9212127279054
P0001,2022-09-17,572.0314265253189,402.696905709882,743.8505688486251
P0001,2022-09-18,593.5957312236935,431.8639118874069,755.2733948742414
P0001,2022-09-19,580.4580689625076,422.20983280377453,742.1421601945963
P0001,2022-09-20,571.6240507792079,416.2246000073795,732.7900926876374
P0001,2022-09-21,590.7672826647431,428.75173217510377,759.2005437070085
P0001,2022-09-22,576.3610025437468,422.8706595810997,739.2267739711882
P0001,2022-09-23,579.9554918361372,427.9018597668878,746.2392307895977
P0001,2022-09-24,568.7435095037931,402.65833823794077,717.7221501015894
P0001,2022-09-25,586.6474361848527,426.6323905533129,751.7249397019997
P0001,2022-09-26,569.369909821756,409.92419195470524,724.520223445393
P0001,2022-09-27,556.0058823812108,401.8426544092059,722.9014602998151
P0001,2022-09-28,570.3344574744713,411.0976667173207,735.1066039511121
P0001,2022-09-29,550.94839000968,388.96009976951177,708.8324314125729
P0001,2022-09-30,549.5288780747336,384.8581695845289,705.9373758087753
P0001,2022-10-01,533.4079297301423,375.9641042142944,696.4833469200531
P0001,2022-10-02,546.6520641699869,392.6974965031606,720.8847056523888
P0001,2022-10-03,525.1091927927743,361.1403396109837,678.7506928404316
P0001,2022-10-04,508.0168147824536,342.1904320206903,668.4575865380405
P0001,2022-10-05,519.2897779405309,347.7318202011546,685.9436966500954
P0001,2022-10-06,497.64581372397845,328.7680408556689,664.5313533688991
P0001,2022-10-07,494.8764843072951,324.90287989833416,661.2248365521228
P0001,2022-10-08,478.40596074818785,323.02912954420583,643.8031843753799
P0001,2022-10-09,492.37150269213504,322.96825930396085,645.7136595392388
P0001,2022-10-10,472.66758886381984,312.3874716665535,644.4581371381202
P0001,2022-10-11,458.5519261334987,299.3217048478805,613.8334479240514
P0001,2022-10-12,473.93166755722604,318.6313334407179,633.5692103011693
P0001,2022-10-13,457.4881118011616,290.81947270764374,628.810555313452
P0001,2022-10-14,460.94756676163206,296.6056082439525,619.2399699188677
P0001,2022-10-15,451.6408212295793,292.18541847834643,611.318599381354
P0001,2022-10-16,473.5850983782673,315.10587963794006,642.8864131771792
P0001,2022-10-17,462.53042162973884,306.11733535959405,628.0838762985966
P0001,2022-10-18,457.5685799938001,309.4286169312351,615.4561696538904
P0001,2022-10-19,482.42296124526285,317.6514460281116,636.6815584659946
P0001,2022-10-20,475.5774434199745,305.0215292720025,633.132431139196
P0001,2022-10-21,488.5519265757991,326.15304092797146,661.9569701884602
P0001,2022-10-22,488.46683416448246,317.5149177158509,646.843070747664
P0001,2022-10-23,519.1303279127843,363.8052089551526,679.0866533798095
P0001,2022-10-24,516.0900296037825,366.1675182975414,669.2295926064523
P0001,2022-10-25,518.2472932990646,364.4237771550856,671.4058624471201
P0001,2022-10-26,549.1521513112173,385.1493689021091,712.0302523478388
P0001,2022-10-27,547.1369816361697,379.7506124691113,711.0192270250295
P0001,2022-10-28,563.5963433111094,417.26736697815505,729.4271096416068
P0001,2022-10-29,565.555181977164,396.37091171124916,722.5925575941372
P0001,2022-10-30,596.7590393018957,437.0367051567951,767.7343331090456
P0001,2022-10-31,592.7279649106789,418.20095399659704,752.8051257023469
P0001,2022-11-01,592.3721008684456,433.959776265697,756.0847364924703
P0001,2022-11-02,619.2870112233713,453.51876010719866,778.0871344606949
P0001,2022-11-03,611.8867781417924,461.8791083928337,774.505809489804
P0001,2022-11-04,621.6823106569376,452.9705097293563,779.6122642364751
P0001,2022-11-05,615.8470940035753,456.7629425176478,790.8560533690606
P0001,2022-11-06,638.3040647051255,482.1174993170468,796.1429616848307
P0001,2022-11-07,624.7753863324218,470.08827561223904,778.6046827299987
P0001,2022-11-08,614.3931952367021,453.7969656356061,776.338774485247
P0001,2022-11-09,630.9895085890497,458.27926930531896,797.4293273121997
P0001,2022-11-10,613.2234535891561,462.6769511620215,775.9125335495994
P0001,2022-11-11,612.853415141085,456.01101265399285,763.8870587675656
P0001,2022-11-12,597.2964911772874,420.105999959997,758.0490785686686
P0001,2022-11-13,610.7091076103934,442.1490091624501,786.3905651142624
P0001,2022-11-14,589.0307357049991,415.2879049016667,757.300526604225
P0001,2022-11-15,571.5889454830625,398.2491851894969,728.075447204166
P0001,2022-11-16,582.384143689096,428.0866363296012,746.1213878849958
P0001,2022-11-17,560.2122988222349,404.28084662503994,719.2272430274671
P0001,2022-11-18,556.9333775783565,394.25405958680113,721.4638123640904
P0001,2022-11-19,540.027988626955,363.79339576920904,693.9212075641051
P0001,2022-11-20,553.6761690197377,382.3374168502872,720.7998644441508
P0001,2022-11-21,533.8003133823169,378.8172075540065,700.1761511669933
P0001,2022-11-22,519.6705090976268,361.9447668688895,679.6954816692529
P0001,2022-11-23,535.1906267383271,360.4907851589892,690.5492080778545
P0001,2022-11-24,519.0234398989593,360.07904842044485,684.1539718392603
P0001,2022-11-25,522.8624418077344,360.1672870309143,682.664796336196
P0001,2022-11-26,513.9927704402867,354.7497343408358,676.4830713165909
P0001,2022-11-27,536.3750680678783,381.27155955764295,698.6185383250023
P0001,2022-11-28,525.6941436920747,359.2853983959656,688.0737226214712
P0001,2022-11-29,520.9705509833519,360.75583835103816,678.5603136491462
P0001,2022-11-30,545.8532655164424,389.4911686920596,711.5245367580873
P0001,2022-12-01,538.7515595458729,383.80204339429895,704.5434703349031
P0001,2022-12-02,551.1135601350443,385.7601116846896,721.9743540574099
P0001,2022-12-03,549.9937200792644,388.21837000164624,703.4368605146379
P0001,2022-12-04,579.142849574288,426.7849734833786,740.5574241298956
P0001,2022-12-05,574.0624083220589,411.8465409277658,734.0494499428438
P0001,2022-12-06,573.621015847654,412.0924665930236,725.322378500463
P0001,2022-12-07,601.3512272328865,439.0755140307629,764.7352028370494
P0001,2022-12-08,595.5845581138971,434.0410215690413,767.3528506167569
P0001,2022-12-09,607.7321552865567,451.8231596417818,762.9227819456329
P0001,2022-12-10,604.8532819852248,447.43113119564697,763.3280133133584
P0001,2022-12-11,630.7452336866556,467.6299508740327,792.1166916745657
P0001,2022-12-12,620.9963839461496,449.36255682146543,776.5934862206882
P0001,2022-12-13,614.6003483471719,458.9807312641513,771.9931367609811
P0001,2022-12-14,635.2493743911498,466.78069889969805,794.0811146119846
P0001,2022-12-15,621.4650304247554,461.04738705155506,776.7431855376511
P0001,2022-12-16,624.8737060030933,464.9373326170065,778.6662401267622
P0001,2022-12-17,612.769230955104,454.62024785946727,770.1989830687436
P0001,2022-12-18,629.196388242314,466.2028199865931,790.3466953586393
P0001,2022-12-19,609.9971934659077,450.6053689394757,767.9693172495739
P0001,2022-12-20,594.4181134047656,436.85569849648857,761.0764172850662
P0001,2022-12-21,606.3965211041386,448.4107532266317,764.7206245458941
P0001,2022-12-22,584.6846505485946,429.20924740233306,754.6878691624804
P0001,2022-12-23,581.1187482814915,418.06707223118906,737.1663609148751
P0001,2022-12-24,563.1759040985635,403.5991470747455,727.4171161998671
P0001,2022-12-25,575.0524958295707,416.78351763607543,732.3670225839055
P0001,2022-12-26,552.7062615926811,397.95100318316514,726.785631841131
P0001,2022-12-27,535.4602891214839,372.56501181262956,698.2725979773256
P0001,2022-12-28,547.2873102970927,383.5509748629625,715.3085097338649
P0001,2022-12-29,526.9326253763567,368.0028544726238,693.7768173894574
P0001,2022-12-30,526.1833848121211,369.27028309929716,680.1925392669465
P0001,2022-12-31,512.4267095090328,350.74771976125135,666.4177110812883
P0001,2023-01-01,529.7305513689198,362.83967890010246,685.1507739355438
P0001,2023-01-02,513.8892435039743,348.37592924772736,679.6229586020221
P0001,2023-01-03,504.0319360696108,339.89191133387345,646.6344048789347
P0001,2023-01-04,523.9121859357753,367.02312433348476,698.9730492758438
P0001,2023-01-05,512.0368809343174,365.31098754221983,663.60832409995
P0001,2023-01-06,519.9420634152935,343.1502730764184,683.3307044675507
P0001,2023-01-07,514.7579556919643,363.96165278403976,675.3675802010148
P0001,2023-01-08,540.2969007987241,371.0801655948498,703.2961676924951
P0001,2023-01-09,532.1059743602523,360.25963687596715,692.6899626881128
P0001,2023-01-10,529.0822706202028,362.89005494211887,699.1150483139107
P0001,2023-01-11,554.7689430906287,397.949478285725,713.1395842274494
P0001,2023-01-12,547.4900039601355,389.154792879084,707.2477535651798
P0001,2023-01-13,558.6312859090256,403.8705585519364,723.6654994369857
P0001,2023-01-14,555.2097279407676,389.76548627727954,719.0789809668061
P0001,2023-01-15,580.9645816600103,420.39349942098266,735.6378133716385
P0001,2023-01-16,571.4122039832622,417.3850261303236,732.8288514278868
P0001,2023-01-17,565.4623791695658,408.0885024068076,735.5427579216151
P0001,2023-01-18,586.7142217603504,424.53488765852785,746.8316378277681
P0001,2023-01-19,573.5896677605004,419.39607639046676,732.8201049630932
P0001,2023-01-20,577.6119928562102,416.50077684216774,734.7654739059158
P0001,2023-01-21,565.9715853881797,401.6434582475874,726.8453611676808
P0001,2023-01-22,582.6126657278794,408.08681315355835,736.697561928812
P0001,2023-01-23,563.2827397236055,394.6876686649368,738.9902145150471
P0001,2023-01-24,547.1428738614579,391.3531919116747,700.6568293593336
P0001,2023-01-25,558.0570075720885,398.81320197367774,712.7480883115411
P0001,2023-01-26,534.7184883399615,367.7359177849972,699.8150086241824
P0001,2023-01-27,528.9214564811903,361.9513852087343,693.6424184159807
P0001,2023-01-28,508.11949964470074,347.6332408739226,667.5480328221261
P0001,2023-01-29,516.5054602935273,361.06900029299703,675.6379032380671
P0001,2023-01-30,490.0543692818492,323.495268534198,653.460291717267
P0001,2023-01-31,468.12776745666105,314.3324490280461,629.9246837260033
P0001,2023-02-01,474.75778905805254,317.40467558144627,634.3077316657572
P0001,2023-02-02,448.769330758692,285.98408469580204,618.3352775865019
P0001,2023-02-03,442.04804732045966,277.40015015461364,609.030540305127
P0001,2023-02-04,422.09668122625277,258.28900170478806,577.3969480666854
P0001,2023-02-05,433.1136674475672,268.3329225699604,595.7193468549833
